Producto,Descripcion,Precio,Categoria,Imagen,Enlace
Gaseosa Coca-Cola Sabor Original 500 Ml,Gaseosa Coca-Cola Sabor Original 500 Ml,"$847,00",Gaseosas,https://static.cotodigital3.com.ar/sitios/fotos/full/00005300/00005381.jpg?3.0.165,https://www.cotodigital3.com.ar/sitios/cdigi/producto/-gaseosa-coca-cola-sabor-original-500-ml/_/A-00005381-00005381-200
